id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
43839602,"Roomy Rincon Hill 1BR w/ Gym, Rooftop, Hot Tub, nr. SV by Blueground",107434423,Blueground,,Financial District,37.78656,-122.39712,Entire home/apt,374,30,0,,,154,81
43840297,New! Private Room with Shared Kitchen + Laundry ★ Professionally Managed by Kasa,379711454,Kasa,,Downtown/Civic Center,37.78904,-122.41335,Private room,159,1,16,2021-07-22,1.31,4,360
43840352,"Furnished Nob Hill Room w Smart TV + Contactless Check-In, Walk to Union Square",379711454,Kasa,,Downtown/Civic Center,37.78951,-122.41102,Private room,159,1,293,2021-07-28,122.08,4,361
43840354,"Clean & Contactless Smart Room + Shared Kitchen, Walk to Union Square",379711454,Kasa,,Downtown/Civic Center,37.78757,-122.41298,Private room,185,7,14,2021-07-25,4.33,4,356
43840355,"Weekly Stays Welcome! 100% Contactless, Memory Foam Mattress, Roku + Fast WiFi",379711454,Kasa,,Downtown/Civic Center,37.7874,-122.41308,Private room,210,7,87,2021-07-31,9.49,4,356
43849384,Sunny Penthouse 1BR/1BA in Cole Valley & GG Park,43918217,Mike,,Inner Sunset,37.76556,-122.45332,Entire home/apt,171,30,3,2021-06-26,0.27,3,209
43862687,Nice apartment (B) near/Golden Gate Park and UCSF.,38755455,Steve,,Outer Sunset,37.75959,-122.47815,Entire home/apt,130,1,94,2021-08-01,14.69,3,81
43872995,Fully-furnished Room in the NoPa,2677333,Usman,,Inner Richmond,37.77543,-122.45729,Private room,60,30,0,,,1,89
43879677,Large  Stdio with View  on top of the top floor,694377,Beatrice,,Nob Hill,37.79356,-122.41208,Entire home/apt,110,30,0,,,14,61
43910662,Cozy Garden Apartment with a Private Entrance,330231,Richard,,Marina,37.80249,-122.44539,Entire home/apt,145,30,0,,,9,292
43926564,1 BR Suite + Private Rooftop + Gym l Dogpatch,248285981,The Landing,,Potrero Hill,37.75836,-122.39587,Entire home/apt,165,30,3,2021-03-31,0.27,10,327
43928758,"Nice  2 bedroom, 2 ba apartment wtih a large deck",17013917,Taya,,Outer Richmond,37.78004,-122.48584,Entire home/apt,130,30,4,2021-06-30,0.32,3,329
43947688,"Big, quiet, top flr apt, hot tub, views, king beds",9194713,Lance,,Visitacion Valley,37.71974,-122.40413,Entire home/apt,514,2,2,2021-06-30,1.30,6,57
43956535,Cute 1 Br 1 BA  Condo w washer/dryer,1257432,Rebecca,,Nob Hill,37.7952,-122.42311,Entire home/apt,117,30,3,2020-12-27,0.27,22,338
43972924,"Bright and Sunny Mission, 1 Bedroom With Rooftop",32248,Shawn,,Mission,37.76451,-122.42327,Entire home/apt,95,30,1,2021-07-20,1,1,297
43987361,Jean's Private AirBnB studio,352419230,Jean,,Excelsior,37.71545,-122.43288,Private room,75,1,5,2021-07-16,0.39,2,62
44052971,"Bay Views, Backyard & Bonfires near Beach & Sights",32873936,Elizabeth,,Russian Hill,37.80033,-122.41864,Private room,67,30,0,,,1,269
44061995,Haight Ashbury plant sanctuary,38648,Sheila,,Haight Ashbury,37.7691,-122.45307,Entire home/apt,150,30,0,,,1,62
44086182,Lovely Private apartment (A) near/Golden Gate Park,38755455,Steve,,Outer Sunset,37.76062,-122.47803,Entire home/apt,112,1,90,2021-07-30,10.93,3,123
44087782,2BD/1BA Top Floor Modern Apt in Bustling Mission,8030079,Erica,,Mission,37.76694,-122.41929,Entire home/apt,141,30,5,2021-03-28,1.58,1,88
44100289,Family Home with Garden & Parking - Heart of SF,2478750,Linden,,Twin Peaks,37.75359,-122.45185,Entire home/apt,650,6,0,,,1,88
44102103,"Secluded, Quiet Garden Apt for Month-Long Stays",20581139,Darcie,,Bernal Heights,37.74031,-122.41791,Entire home/apt,111,30,3,2021-05-30,0.27,1,176
44118516,Entire 4-bedroom home in heart of San Francisco,370518,Brent,,Mission,37.76803,-122.41786,Entire home/apt,436,3,17,2021-07-20,2.76,1,0
44120283,Luxurious Ghirardelli Square Aparthotel/Condo,354452046,Joseph,,Russian Hill,37.80502,-122.42313,Entire home/apt,625,30,1,2020-09-25,0.10,1,303
44135092,"Ready to Live & Work, Huge Private Roof Deck",80141391,Holly,,Financial District,37.78656,-122.39575,Entire home/apt,175,30,2,2020-12-05,0.17,1,216
44139093,Beautiful 2 bed/2 bath - 1 block from Marina Blvd!,137027970,Leila,,Marina,37.80387,-122.43378,Entire home/apt,305,30,1,2020-08-29,0.09,1,297
44163336,Sunny Modern Boho Studio w/ Private Balcony,12795702,Sandy,,Downtown/Civic Center,37.78661,-122.42036,Entire home/apt,95,30,3,2021-02-28,0.25,1,41
44207721,Luxury Studio 2 minutes from Magical Dolores Park,1373890,Luis & Adrian,,Castro/Upper Market,37.7605,-122.42931,Entire home/apt,222,2,69,2021-07-29,8.41,1,1
44210941,"3 Bed ""HAYES VALLEY CENTRAL""",4152942,Clara,,Western Addition,37.7741,-122.42781,Entire home/apt,158,30,1,2021-01-29,0.16,6,173
44232692,San Francisco Victorian House 15 mins from SFO,281580705,Andrew,,Bayview,37.73923,-122.38853,Entire home/apt,279,10,9,2020-11-28,0.75,1,354
44262841,Newly built Bernal Heights InLaw w/ Outdoor Space,155667185,Keri,,Bernal Heights,37.74676,-122.40702,Entire home/apt,129,2,32,2021-07-28,2.86,1,59
44280619,Immaculate Garden Apartment Near Presidio & GGPark,4920028,Julie,,Inner Richmond,37.77864,-122.47739,Entire home/apt,150,2,39,2021-07-28,3.18,1,9
44307673,"A Clean, Well-Lighted Place",2956748,Ajay,,Noe Valley,37.74943,-122.43556,Entire home/apt,167,30,5,2021-05-07,0.45,1,184
44309498,"Beach Getaway in the Sunset 
2 blocks from beach!",308845730,Jessica,,Outer Sunset,37.74915,-122.50463,Private room,99,1,0,,,3,48
44323000,Tall Loft Condo by  trendy Valencia corridor,988375,Jennifer,,South of Market,37.77215,-122.42167,Entire home/apt,199,30,0,,,18,0
44323323,Charming 2 BR guest suit with private parking,77807259,Guanying,,Outer Sunset,37.75216,-122.4841,Entire home/apt,195,2,33,2021-07-25,25.38,3,67
44335667,Private  one bedroom unit with private entrance,6555530,Phyllis,,West of Twin Peaks,37.73405,-122.44591,Entire home/apt,75,30,2,2021-05-26,0.33,3,337
44339384,Convenient Studio Blocks from Union Square,4430421,Landmark,,Downtown/Civic Center,37.78566,-122.41023,Entire home/apt,81,30,0,,,146,159
44340065,Bright/Corner Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78587,-122.41049,Entire home/apt,79,30,1,2020-08-30,0.09,146,179
44341422,New & Historic SF home w/ flexible WFH 4 BR/3.5BA,47784114,Dylan,,Potrero Hill,37.76028,-122.39114,Entire home/apt,298,30,2,2021-07-01,0.26,1,0
44341893,Spacious Private Bedroom in the center of SF,25416329,Artur,,South of Market,37.77551,-122.3991,Private room,45,30,0,,,1,0
44361415,Sublease: Master Bedroom with Private Bathroom,4060217,Lydia,,South of Market,37.77276,-122.40877,Private room,62,366,0,,,1,365
44378665,Covenient Mission Studio - 1/2 Block from Bart,4430421,Landmark,,Mission,37.76549,-122.41706,Entire home/apt,88,30,0,,,146,172
44388465,"Beautiful, light filled spacious apartment",5817608,Jesse,,Western Addition,37.77175,-122.42934,Entire home/apt,138,30,3,2021-06-30,0.32,1,30
44394000,Nice flat in vibrant neighborhood,9130610,Mark,,Mission,37.75776,-122.40889,Entire home/apt,282,7,1,2021-05-01,0.31,2,14
44394655,Spacious Mission District Studio!,4430421,Landmark,,Mission,37.76531,-122.41887,Entire home/apt,89,30,2,2021-07-10,0.18,146,141
44418037,San Francisco quiet and sunny loft,788521,Esteban,,Mission,37.76211,-122.40846,Entire home/apt,150,30,3,2020-12-22,0.29,1,0
44419280,"Sunny, private deck, garage parking & EV charger",35038356,Vinona,,Noe Valley,37.74221,-122.43147,Entire home/apt,209,6,18,2021-08-01,1.63,1,51
44420807,Cozy and Charming Inner Richmond Stay,7325515,Jo Anne,,Inner Richmond,37.78242,-122.47108,Entire home/apt,105,30,3,2021-05-29,0.32,5,139
44433806,Cozy,304866407,William,,Western Addition,37.77285,-122.43335,Private room,74,30,1,2021-02-03,0.16,1,365
44434972,Jean’s private studio,352419230,Jean,,Excelsior,37.71604,-122.43452,Private room,79,1,1,2021-07-18,1,2,62
44449677,Open Mission District Studio w/ Character,4430421,Landmark,,Mission,37.76569,-122.4189,Entire home/apt,89,30,2,2021-06-27,0.52,146,166
44463020,Beautiful Views! NEW 2BR+Office in Heart of Castro,4656446,Air Concierge,,Castro/Upper Market,37.75998,-122.44135,Entire home/apt,407,3,10,2021-02-24,0.90,6,46
44464605,Remodeled Downtown Apartment - Convenience!,4430421,Landmark,,Downtown/Civic Center,37.78555,-122.4165,Entire home/apt,87,30,0,,,146,176
44493175,Small studio one block from  Golden Gate park,157059672,Vasily,,Outer Sunset,37.76325,-122.48698,Entire home/apt,55,30,7,2021-07-02,0.69,2,96
44518520,Gym + Rooftop + Stylish 1 BR Suite  I Dogpatch,248285981,The Landing,,Potrero Hill,37.757,-122.39392,Entire home/apt,175,30,3,2021-04-02,2.50,10,357
44521167,"30-day min. Comfy, Modern SF condo",12616338,Patrick,,Western Addition,37.78661,-122.43321,Entire home/apt,203,30,0,,,1,2
44523362,Beautiful Home With Stunning 360 View of Downtown,12264996,Andrea & Luong,,Twin Peaks,37.75782,-122.44575,Entire home/apt,733,2,27,2021-07-31,27,1,331
44530899,Charming & Modern Space with High-end Amenities 🙌🏻,360187354,Ziv,,Castro/Upper Market,37.76049,-122.4414,Entire home/apt,208,2,26,2021-07-31,4.53,1,91
44540545,Bright Studio in the Sunny Mission District!,4430421,Landmark,,Mission,37.7643,-122.41705,Entire home/apt,89,30,0,,,146,162
44559898,Entire Castro Home w/Amazing Views+Office+Gym,3230154,Blake,,Castro/Upper Market,37.75832,-122.44245,Entire home/apt,450,7,6,2021-05-23,0.61,1,128
44560746,Gorgeous Two Bedroom Victorian Mission Condo,1021169,Emily,,Mission,37.76803,-122.41813,Entire home/apt,10,30,2,2020-12-20,0.48,2,0
44562619,"Classy, Artsy, View & BBQ - Family & Work Friendly",49685469,Svetlana,,West of Twin Peaks,37.73823,-122.44511,Entire home/apt,399,30,9,2021-04-04,0.81,1,329
44577140,Great Corner Studio in the Mission!,4430421,Landmark,,Mission,37.76444,-122.41905,Entire home/apt,89,30,0,,,146,101
44597119,Cozy/Remodeled Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78575,-122.41637,Entire home/apt,86,30,0,,,146,172
44599913,Enrico Caruso Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.78014,-122.43344,Private room,266,1,0,,,9,310
44599926,Isadora Duncan Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.77877,-122.43251,Private room,379,1,0,,,9,315
44599930,Joaquin Miller Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.77999,-122.43285,Private room,195,1,0,,,9,309
44599936,Jack London Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.77972,-122.43466,Private room,272,1,0,,,9,297
44599997,Lola Montez Basement at Chateau Tivoli,67054880,Kelly,,Western Addition,37.77993,-122.43442,Private room,281,1,0,,,9,304
44600003,Lillie Langtry Basement at Chateau Tivoli,67054880,Kelly,,Western Addition,37.78019,-122.43253,Private room,281,1,0,,,9,291
44600016,Luisa Tetrazzini Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.78006,-122.43286,Private room,352,1,0,,,9,293
44609975,Private Amazing Garden Retreat in SF Mission,72788131,Dan,,Mission,37.75479,-122.41112,Entire home/apt,77,30,2,2021-01-09,0.19,2,313
44616371,Spacious/Renovated Downtown 1x1,4430421,Landmark,,Downtown/Civic Center,37.78394,-122.41486,Entire home/apt,101,30,0,,,146,173
44631455,"League Of Its Own, Smart Home, 360 Roof Top Views",988375,Jennifer,,North Beach,37.80464,-122.40956,Entire home/apt,395,30,0,,,18,0
44634440,Large sunlit bedroom with garden view in SF,4348219,Daniel,,Bayview,37.73519,-122.39897,Private room,40,30,3,2020-12-30,0.28,3,0
44640330,"Executive Condo, dog friendly, fully furnished",4513538,Linda,,North Beach,37.80326,-122.40497,Entire home/apt,185,30,0,,,1,287
44640480,Sunny apartment with a large private deck,694377,Beatrice,,Nob Hill,37.79377,-122.41426,Entire home/apt,200,30,1,2021-07-19,1,14,334
44657842,Pied à terre in the heart of the City,47056261,Colleen,,Nob Hill,37.79053,-122.41328,Entire home/apt,110,30,5,2021-05-29,0.50,1,90
44665164,Cozy Corner Mission Studio - Close to Bart!,4430421,Landmark,,Mission,37.76595,-122.41873,Entire home/apt,87,30,0,,,146,172
44667442,Spacious Private Guest Suite near Glen Park,555501,Ruth,,Excelsior,37.72891,-122.42938,Entire home/apt,132,2,9,2021-07-31,9,1,46
44668874,Backyard one bedroom apt in Hayes Valley,374909,Eric,,Western Addition,37.77572,-122.43116,Entire home/apt,70,30,0,,,14,224
44683264,Historic Mission Studio w/ Character & Charm,4430421,Landmark,,Mission,37.75389,-122.42333,Entire home/apt,97,30,1,2021-07-18,1,146,139
44684652,Comfy Bright Contemporary 2BR in Mission District,361846618,Kelly,,Mission,37.75939,-122.4146,Entire home/apt,135,30,1,2020-12-05,0.12,1,121
44684762,Quaint Downtown SF Studio Apartment,4430421,Landmark,,Downtown/Civic Center,37.78599,-122.41192,Entire home/apt,81,30,0,,,146,174
44685079,Remodeled Downtown/Civic-Center Studio,4430421,Landmark,,Downtown/Civic Center,37.78455,-122.41631,Entire home/apt,87,30,0,,,146,174
44688185,Private Room in the best part of the mission 24th,84696536,Tia,,Mission,37.75188,-122.41192,Private room,46,30,0,,,1,0
44705121,Convenient/Cozy Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78521,-122.40983,Entire home/apt,77,30,0,,,146,172
44707253,Quaint Downtown SF Studio blocks from Union Square,4430421,Landmark,,Downtown/Civic Center,37.78427,-122.41014,Entire home/apt,78,30,0,,,146,174
44756248,Cozy Mission District Studio,4430421,Landmark,,Mission,37.76608,-122.41906,Entire home/apt,88,30,0,,,146,154
44757611,"1 BR Suite, Gym + Rooftop Terrace I Dogpatch SF",248285981,The Landing,,Potrero Hill,37.75846,-122.39438,Entire home/apt,175,30,2,2021-07-11,0.26,10,337
44758668,Open Mission District Studio in SF!,4430421,Landmark,,Mission,37.76572,-122.41728,Entire home/apt,89,30,0,,,146,175
44796022,Stylish master bedroom,49115167,Aşkın,,Ocean View,37.71663,-122.45496,Private room,70,30,0,,,1,164
44798562,Sunny-spacious studio on Diamond Heights - Parking,72422733,Harsh,,Diamond Heights,37.74254,-122.43882,Private room,139,1,1,2020-08-30,0.09,2,0
44799193,Cozy Downtown Studio Across from Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.78551,-122.41199,Entire home/apt,78,30,0,,,146,172
44806164,Live in the heart of Hayes Valley,2215589,Mario,,Western Addition,37.77658,-122.42478,Entire home/apt,185,30,0,,,1,282
44820378,Tranquil private guest suite,298699757,Sonya,,Bayview,37.73151,-122.40117,Private room,110,1,0,,,2,74
44842099,Fabulous Cow Hollow Executive Condo,151399600,Pamela,,Marina,37.79801,-122.43975,Entire home/apt,215,60,0,,,3,336
44843501,REMODELING? PACIFIC HEIGHTS SPACIOUS FAMILY CONDO,151399600,Pamela,,Pacific Heights,37.79504,-122.43102,Entire home/apt,450,90,0,,,3,336
44854276,Fantastic location apartment in the heart of SF,117987879,Johnny,,Marina,37.79829,-122.43292,Private room,195,1,3,2021-07-24,3,1,73
44856131,Charming Victorian home on top of Potrero Hill,3263076,Alison,,Potrero Hill,37.75553,-122.39928,Entire home/apt,350,3,5,2021-07-02,1.23,1,7
44950035,Sunny Fully Furnished Nob Hill/SF Edwardian Charm,12971543,Mark,,Nob Hill,37.79103,-122.41437,Entire home/apt,125,30,5,2021-05-30,0.58,1,112
44959827,Top Floor Mission District Studio/Open/Spacious!,4430421,Landmark,,Mission,37.764,-122.41672,Entire home/apt,90,30,0,,,146,142
44960605,Cozy/Quaint Studio Next to Hilton Union Square,4430421,Landmark,,Downtown/Civic Center,37.7847,-122.40989,Entire home/apt,78,30,0,,,146,172
44962398,Downtown SF Studio Close to Union Square,4430421,Landmark,,Downtown/Civic Center,37.78552,-122.41209,Entire home/apt,81,30,0,,,146,172
44964546,Quaint Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78577,-122.41028,Entire home/apt,79,30,0,,,146,174
44982044,House with deck and views.,374909,Eric,,Castro/Upper Market,37.76037,-122.44556,Entire home/apt,255,30,0,,,14,338
44997196,"Victorian house /w private garden, office and view",3188144,Nikita,,Outer Mission,37.7327,-122.43843,Entire home/apt,145,30,0,,,1,0
44997305,Best Location-Spacious Victorian 5 Bedroom Flat,12282641,Lawrence,,Western Addition,37.77165,-122.43089,Entire home/apt,210,30,1,2021-05-22,0.40,4,106
44997657,Modern Flat with Full Kitchen in North Beach,16250434,Benjamin,,Russian Hill,37.80125,-122.41439,Entire home/apt,220,2,18,2021-07-25,1.62,1,338
44999980,Cozy Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78578,-122.41004,Entire home/apt,78,30,0,,,146,172
45000084,Victorian Townhouse in Mission/Noe Valley,187575944,Mark,,Mission,37.75334,-122.42438,Entire home/apt,200,30,2,2021-07-04,0.29,1,235
45000465,Top Floor Spacious Mission Studio,4430421,Landmark,,Mission,37.76609,-122.41722,Entire home/apt,90,30,0,,,146,124
45001059,Top Floor Studio in Historic Building,4430421,Landmark,,Mission,37.75414,-122.42435,Entire home/apt,98,30,1,2021-07-11,1,146,132
45017481,Convenient Mission District Studio,4430421,Landmark,,Mission,37.766,-122.41702,Entire home/apt,87,30,0,,,146,174
45029834,Remodeled Downtown/Civic Center Studio - Light!,4430421,Landmark,,Downtown/Civic Center,37.78426,-122.41664,Entire home/apt,85,30,0,,,146,174
45058772,"Design, comfort and luxury in sunny Potrero Hill",6294631,Bethanie,,Potrero Hill,37.75849,-122.40232,Entire home/apt,300,30,0,,,1,43
45067263,Chateau Noe,61612496,Darcy,,Noe Valley,37.75089,-122.44064,Entire home/apt,292,2,16,2021-07-12,1.71,1,116
45078628,5b UCSF/GG PARK 2bd/2ba entire apt newly renovated,62034618,Ting Ting,,Outer Sunset,37.76499,-122.47742,Entire home/apt,90,30,0,,,18,308
45080917,"Newly built Spacious Apartment, Lovely Yard, Clean",56931251,Esther,,Outer Sunset,37.75296,-122.48119,Entire home/apt,140,7,12,2021-08-01,1.19,1,329
45092468,Elegant private Studio & next to GGP & Beach,78910325,Li,,Outer Richmond,37.77711,-122.50049,Private room,58,30,4,2021-05-01,4,3,133
45095184,Charming one bedroom with garden and deck,694377,Beatrice,,Nob Hill,37.79315,-122.41382,Entire home/apt,110,30,1,2020-11-22,0.12,14,263
45097972,3 Bedrooms &2 Full baths Private Flat on 2nd Floor,159753287,Shaun,,Outer Sunset,37.74989,-122.48985,Entire home/apt,396,2,5,2021-07-27,0.60,3,218
45104114,Cozy/Quaint Downtown/Civic Center Studio,4430421,Landmark,,Downtown/Civic Center,37.78396,-122.41586,Entire home/apt,82,30,0,,,146,174
45104646,Top Floor Downtown 2x1,4430421,Landmark,,Downtown/Civic Center,37.78476,-122.41657,Entire home/apt,130,30,0,,,146,173
45105995,"Cozy, Serene Potrero Hill Cottage",156917089,Barb,,Potrero Hill,37.75743,-122.39639,Entire home/apt,85,30,0,,,2,50
45115201,Duboce Studio,1892430,Jan,,Western Addition,37.76961,-122.43565,Entire home/apt,85,30,1,2021-07-31,1,31,338
45115755,Remodeled 1x1 in Quiet Corner of Downtown Building,4430421,Landmark,,Downtown/Civic Center,37.78608,-122.41464,Entire home/apt,103,30,0,,,146,174
45121289,Remodeled Downtown 2x1 Apartment,4430421,Landmark,,Downtown/Civic Center,37.78589,-122.41637,Entire home/apt,130,30,0,,,146,176
45123088,Bright & Cozy Top Floor SF Studio,4430421,Landmark,,Downtown/Civic Center,37.78382,-122.41044,Entire home/apt,79,30,1,2020-10-23,0.10,146,131
45123692,Bright Downtown SF 5th Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78436,-122.41002,Entire home/apt,78,30,1,2020-10-29,0.11,146,130
45125280,Convenient Downtown Top Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78392,-122.41009,Entire home/apt,79,30,0,,,146,174
45128419,Sunny SF SOMA Studio,7919776,Sergio,,South of Market,37.78155,-122.39772,Entire home/apt,78,30,4,2021-06-04,0.41,1,96
45132373,"Sleek SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77643,-122.41753,Entire home/apt,342,30,0,,,154,210
45132385,"Airy SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,Downtown/Civic Center,37.77724,-122.41793,Entire home/apt,394,30,0,,,154,337
45143062,Quiet private 1 bedroom home,9080666,Sandy,,Ocean View,37.71975,-122.45119,Entire home/apt,72,30,1,2021-03-27,0.23,12,174
45146544,"Mod SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.7752,-122.41648,Entire home/apt,185,30,0,,,154,329
45146560,"Rad SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.776108,-122.417404,Entire home/apt,309,30,0,,,154,276
45146602,"Rad SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.77632,-122.41615,Entire home/apt,212,30,0,,,154,350
45152974,Monthly 2 bedroom and 1 bathroom in city center,364353582,Chun,,Mission,37.7623,-122.41747,Entire home/apt,198,30,0,,,2,33
45179395,1 BR Suite + Rooftop + Gym l Dogpatch,248285981,The Landing,,Potrero Hill,37.75714,-122.39361,Entire home/apt,175,30,1,2021-03-26,0.23,10,332
45190219,Bungalow on the Beach,156504244,Richard,,Outer Richmond,37.77274,-122.50973,Entire home/apt,140,30,0,,,1,293
45190995,Sunny furnished 1BR in Russian Hill,9576522,Siya,,Russian Hill,37.80097,-122.4228,Entire home/apt,100,30,1,2020-10-31,0.11,1,0
45191478,Beautiful 2 bedroom in Perfect Central Location,362181047,Rana,,Western Addition,37.78301,-122.43722,Entire home/apt,135,30,1,2020-12-19,0.13,1,96
45202539,Stylish suite in remodeled home w private entrance,70423889,Giulio,,Bernal Heights,37.74601,-122.40734,Entire home/apt,182,1,42,2021-07-28,4.92,1,137
45204880,"Classic SF! Private, quiet, large 3 bedroom flat",4956961,Patrick,,Inner Richmond,37.77686,-122.46487,Entire home/apt,300,2,2,2021-02-22,0.30,1,0
45216894,"Smart SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77611,-122.4174,Entire home/apt,470,30,0,,,154,234
45220039,Duplex in the city a block from the rose garden.,97174956,Fariborz,,Inner Richmond,37.77398,-122.47226,Entire home/apt,110,30,0,,,1,1
45220195,Spacious & Bright 2B1B - Open City View,34079197,Anita,,Ocean View,37.7206,-122.46369,Entire home/apt,165,30,5,2021-05-30,0.78,2,125
45220880,Large apartment with views of the Bay & Alcatraz,3083657,Paul,,Russian Hill,37.80388,-122.42134,Private room,85,30,0,,,1,154
45223836,Come for the o-o-o-ohs. Stay for the  a-a-a-ahs.,287717511,Kim,,Noe Valley,37.74338,-122.43423,Private room,118,3,29,2021-08-02,3.14,2,27
45224017,Spacious Room in the heart of North Beach,19584367,Elisa,,Russian Hill,37.80307,-122.41454,Private room,40,30,4,2021-04-18,0.53,4,272
45226466,South Beach Studio with Beautiful Bay Bridge View,147829281,Sheng,,South of Market,37.78659,-122.3899,Entire home/apt,110,30,0,,,1,0
45227469,"Hip SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.776108,-122.417404,Entire home/apt,257,30,0,,,154,315
45227471,"Lux SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.7751,-122.41784,Entire home/apt,183,30,0,,,154,324
45236883,Family Friendly Oasis in Glen Park,2028540,Miranda,,Diamond Heights,37.73591,-122.44311,Entire home/apt,225,30,0,,,1,60
45238481,Garden Apt in Ideal Mission District,2567585,Lauren & Ron,,Mission,37.76203,-122.42457,Entire home/apt,204,2,4,2021-07-28,2.61,1,25
45241648,Beautiful one bedroom apartment in Pacific Heights,65489418,Mitzy,,Western Addition,37.78537,-122.43662,Entire home/apt,120,30,6,2021-05-31,0.59,1,75
45250040,"Crisp SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries by Blueground",107434423,Blueground,,South of Market,37.776108,-122.417404,Entire home/apt,421,30,0,,,154,276
45253864,Private Quad:4 Twins - FOUND Hotel San Francisco,289204076,Found,,Downtown/Civic Center,37.78546,-122.41008,Private room,166,1,28,2021-06-05,2.89,5,15
45270287,Private Suite Near Downtown SF &  Public Transit!,357241919,Ben,,Outer Mission,37.71124,-122.45232,Entire home/apt,141,2,29,2021-07-28,6.90,1,14
45284420,Noe Valley 3 bedroom with Beautiful Backyard,330231,Richard,,Bernal Heights,37.74245,-122.42383,Entire home/apt,150,30,3,2021-07-06,0.28,9,335
45299734,Modern home w/ Garage newly renovated spacious 2BR,19144764,Yvonne,,Outer Mission,37.72923,-122.43223,Entire home/apt,302,2,22,2021-07-18,4.46,1,56
45317396,*Stylish Golden Gate Retreat In the ❤ of the City*,203835246,Alain,,Inner Richmond,37.78426,-122.46682,Entire home/apt,90,30,0,,,4,132
45324042,"Smart Telegraph Hill 1BR w/ Gym, Sauna, walk to Muni, by Blueground",107434423,Blueground,,North Beach,37.80524,-122.40581,Entire home/apt,192,30,0,,,154,322
45324780,"Ideal SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77674,-122.41703,Entire home/apt,410,30,0,,,154,48
45333473,City View - Big Bright Private Room,34079197,Anita,,Ocean View,37.7192,-122.46558,Private room,60,30,0,,,2,87
45343199,Charming 1BR in the Heart of Business/Shopping,6774779,Satoko,,Chinatown,37.79191,-122.40863,Entire home/apt,199,30,0,,,1,0
45345529,Sunny Condo w Backyard in the Hip 20th St Corridor,499584,Shruti,,Mission,37.75862,-122.4104,Entire home/apt,101,30,4,2021-07-01,0.94,1,215
45345653,Private Guest Annex · Car Garage · Dolores Park,46107941,Patti & Rob,,Mission,37.76057,-122.42567,Entire home/apt,347,90,3,2021-04-05,0.43,4,266
45346229,Sunny Nob Hill 2 bedroom apartment.  Free Parking!,205380212,Joerg,,Nob Hill,37.79514,-122.42019,Entire home/apt,200,30,5,2021-07-25,0.96,1,307
45346966,Graceful & Tranquil Noe Valley Home w/ Great Views,365964471,Christian,,Noe Valley,37.751,-122.44183,Entire home/apt,179,30,2,2020-12-10,0.22,1,0
45355127,Bright Centrally Apt located near everything,109550778,Greg,,Nob Hill,37.79611,-122.41364,Entire home/apt,83,30,4,2021-08-01,0.89,2,102
45369529,"Amazing view , Financial district, full kitchen",100428075,Sam,,Financial District,37.79771,-122.39861,Entire home/apt,200,31,1,2021-06-16,0.60,3,365
45369733,Studio Suite in Heart of San Francisco,87164837,Drew,,Downtown/Civic Center,37.78698,-122.40961,Entire home/apt,140,2,3,2020-11-13,0.31,1,0
45377409,Immaculately clean and well designed.,365825241,Arben,,Haight Ashbury,37.77358,-122.43787,Entire home/apt,175,30,1,2021-05-06,0.33,1,145
45380601,Unbelievable San Francisco location and views,123436073,Alex,,Marina,37.80233,-122.44527,Entire home/apt,120,30,0,,,1,0
